ID,Tip,Nume,Cantitate,PragAlerta,PretAchizitie,PretVanzare,VolumM3
1692,Electronice,[Electronice] Modul Transmisie LoRa Model 1,96,14,35.03,45.52,0.186
1693,Electronice,[Electronice] Osciloscop Model 41,85,6,25.86,31.67,0.491
1694,Hardware,Trusa Tubulare Model 83,122,5,201.05,317.33,0.47
1695,Electronice,[Electronice] Modul Transmisie LoRa Model 47,104,13,137.46,210.44,0.316
1696,Perisabile,[Perisabile] Spray Degripant Model 66,67,6,217.5,483.68,0.258
1697,Electronice,[Electronice] Sursa Laborator Model 36,30,8,123.48,209.85,0.25
1698,Auto,Senzor Debitmetru Model 76,109,10,40.23,76.01,0.297
1699,Hardware,Trusa Tubulare Model 11,22,10,89.83,153.8,0.306
1700,Perisabile,[Perisabile] Solutie Curatare Frane Model 27,29,14,76.34,120.22,0.48
1701,Perisabile,[Perisabile] Adeziv Industrial Model 13,136,20,299.43,380.67,0.16
1702,Auto,Furtun Intercooler 2.0 TDI Model 26,9,7,130.06,224.35,0.481
1703,Perisabile,[Perisabile] Solutie Curatare Frane Model 11,100,12,155.04,323.98,0.344
1704,Perisabile,[Perisabile] Solutie Curatare Frane Model 6,125,6,74.9,112.3,0.483
1705,Electronice,[Electronice] Sursa Laborator Model 78,141,13,126.86,227.36,0.398
1706,Electronice,[Electronice] Sursa Laborator Model 40,102,11,74.64,152.19,0.132
1707,Electronice,[Electronice] Osciloscop Model 53,33,19,155.79,189.01,0.343
1708,Auto,Set Placute Frana Model 48,75,12,237.36,351.72,0.316
1709,Perisabile,[Perisabile] Solutie Curatare Frane Model 74,67,15,218.31,444.5,0.436
1710,Auto,Senzor Debitmetru Model 32,54,6,237.71,540.38,0.3
1711,Perisabile,[Perisabile] Spray Degripant Model 25,64,8,222.19,419.99,0.236
1712,Perisabile,[Perisabile] Adeziv Industrial Model 10,114,10,89.37,142.77,0.017
1713,Electronice,[Electronice] Osciloscop Model 62,133,19,24.61,60.16,0.17
1714,Electronice,[Electronice] Modul Transmisie LoRa Model 21,131,11,144.17,287.85,0.452
1715,Hardware,Cheie Dinamometrica Model 16,4,19,245.1,526.19,0.489
1716,Perisabile,[Perisabile] Solutie Curatare Frane Model 69,29,15,254.41,448.1,0.221
1717,Electronice,[Electronice] Multimetru Analogic Model 98,44,16,141.63,187.94,0.311
1718,Electronice,[Electronice] Multimetru Analogic Model 34,21,16,30.15,65.73,0.119
1719,Hardware,Set Imbusuri Model 49,32,7,299.87,744.12,0.459
1720,Perisabile,[Perisabile] Spray Degripant Model 75,50,11,86.6,202.79,0.248
1721,Auto,Furtun Intercooler 2.0 TDI Model 24,108,14,85.4,202.41,0.287
1722,Auto,Furtun Intercooler 2.0 TDI Model 2,95,12,111.8,148.04,0.473
1723,Hardware,Trusa Tubulare Model 57,126,11,212.18,401.99,0.414
1724,Auto,Furtun Intercooler 2.0 TDI Model 35,126,5,285.59,359.17,0.115
1725,Hardware,Trusa Tubulare Model 75,11,7,222.66,435.32,0.091
1726,Electronice,[Electronice] Sursa Laborator Model 15,147,17,230.37,346.65,0.302
1727,Perisabile,[Perisabile] Spray Degripant Model 32,28,12,202.51,439.05,0.281
1728,Perisabile,[Perisabile] Spray Degripant Model 39,98,17,180.07,259.49,0.478
1729,Electronice,[Electronice] Osciloscop Model 80,45,15,252.77,455.59,0.277
1730,Auto,Set Placute Frana Model 66,12,18,236.33,382.44,0.226
1731,Auto,Furtun Intercooler 2.0 TDI Model 36,118,11,125.48,224.11,0.391
1732,Hardware,Set Imbusuri Model 88,68,5,130.11,189.61,0.367
1733,Perisabile,[Perisabile] Solutie Curatare Frane Model 52,78,10,280.72,488.4,0.467
1734,Hardware,Cheie Dinamometrica Model 79,113,10,273.96,352.3,0.043
1735,Hardware,Trusa Tubulare Model 9,8,5,17.85,27.89,0.482
1736,Hardware,Trusa Tubulare Model 2,52,17,210.82,450.48,0.366
1737,Electronice,[Electronice] Multimetru Analogic Model 23,74,9,123.49,206.16,0.08
1738,Auto,Furtun Intercooler 2.0 TDI Model 75,98,8,23.16,42.77,0.139
1739,Hardware,Incarcator Gaz Model 79,58,19,280.03,508.11,0.115
1740,Auto,Filtru Aer Model 78,43,20,161.54,312.81,0.425
1741,Hardware,Trusa Tubulare Model 52,122,11,139.02,177.05,0.424
1742,Auto,Filtru Aer Model 36,150,6,79.78,130.5,0.364
1743,Hardware,Trusa Tubulare Model 95,139,17,205.86,461.49,0.488
1744,Perisabile,[Perisabile] Solutie Curatare Frane Model 15,134,6,266.63,406.43,0.286
1745,Perisabile,[Perisabile] Adeziv Industrial Model 43,7,11,105.64,130.89,0.231
1746,Hardware,Cheie Dinamometrica Model 16,109,9,272.49,524.36,0.028
1747,Auto,Rulment Roata Fata Model 37,147,20,138.41,326.76,0.163
1748,Hardware,Trusa Tubulare Model 88,89,11,57.6,112.48,0.209
1749,Perisabile,[Perisabile] Spray Degripant Model 89,15,10,82.66,121.75,0.285
1750,Perisabile,[Perisabile] Solutie Curatare Frane Model 20,3,13,252.21,315.47,0.263
1751,Hardware,Cheie Dinamometrica Model 7,81,18,245.23,597.81,0.422
1752,Electronice,[Electronice] Osciloscop Model 68,61,7,77.2,138.51,0.479
1753,Electronice,[Electronice] Osciloscop Model 43,0,7,99.41,229.85,0.346
1754,Perisabile,[Perisabile] Solutie Curatare Frane Model 62,69,15,200.39,339.73,0.264
1755,Auto,Set Placute Frana Model 35,45,6,165.72,316.43,0.368
1756,Auto,Senzor Debitmetru Model 84,126,5,125.58,165.74,0.17
1757,Hardware,Trusa Tubulare Model 73,68,15,16.33,21.94,0.156
1758,Hardware,Cheie Dinamometrica Model 81,133,20,74.27,105.02,0.33
1759,Hardware,Cheie Dinamometrica Model 36,135,10,269.44,527.2,0.041
1760,Perisabile,[Perisabile] Solutie Curatare Frane Model 74,117,5,134.01,303.16,0.46
1761,Electronice,[Electronice] Multimetru Analogic Model 70,57,16,212.12,397.17,0.103
1762,Hardware,Incarcator Gaz Model 17,94,10,187.97,423.58,0.062
1763,Hardware,Set Imbusuri Model 64,65,6,243.87,371.33,0.194
1764,Hardware,Incarcator Gaz Model 48,73,12,179.71,391.13,0.078
1765,Perisabile,[Perisabile] Spray Degripant Model 67,128,5,223.29,376.68,0.105
1766,Electronice,[Electronice] Multimetru Analogic Model 46,66,6,101.49,185.84,0.049
1767,Electronice,[Electronice] Modul Transmisie LoRa Model 24,92,10,262.12,346.81,0.208
1768,Hardware,Incarcator Gaz Model 18,90,14,62.79,149.02,0.108
1769,Auto,Set Placute Frana Model 6,49,8,237.49,445.16,0.127
1770,Perisabile,[Perisabile] Spray Degripant Model 66,97,6,101.23,122.95,0.174
1771,Hardware,Incarcator Gaz Model 17,126,13,11.7,26.1,0.296
1772,Auto,Senzor Debitmetru Model 76,85,15,205.83,463.5,0.315
1773,Perisabile,[Perisabile] Solutie Curatare Frane Model 2,130,10,251.16,627.8,0.472
1774,Electronice,[Electronice] Modul Transmisie LoRa Model 77,12,8,193.16,400.38,0.158
1775,Electronice,[Electronice] Modul Transmisie LoRa Model 44,115,17,296.4,635.49,0.337
1776,Perisabile,[Perisabile] Solutie Curatare Frane Model 92,38,8,207.98,439.84,0.299
1777,Auto,Furtun Intercooler 2.0 TDI Model 29,77,19,209.95,411.84,0.245
1778,Perisabile,[Perisabile] Adeziv Industrial Model 13,121,18,192.58,272.46,0.407
1779,Perisabile,[Perisabile] Solutie Curatare Frane Model 64,121,8,264.77,602.88,0.383
1780,Electronice,[Electronice] Osciloscop Model 47,130,19,83.37,126.58,0.251
1781,Perisabile,[Perisabile] Solutie Curatare Frane Model 85,114,19,273.42,679.77,0.108
1782,Auto,Baterie 12V 70Ah Model 26,117,11,287.22,571.11,0.373
1783,Hardware,Trusa Tubulare Model 11,31,18,248.98,553.79,0.021
1784,Auto,Rulment Roata Fata Model 94,37,13,291.04,441.95,0.037
1785,Auto,Filtru Aer Model 8,91,5,277.4,357.0,0.331
1786,Hardware,Set Imbusuri Model 12,13,12,218.37,475.2,0.165
1787,Auto,Filtru Aer Model 37,130,7,91.65,149.64,0.096
1788,Auto,Furtun Intercooler 2.0 TDI Model 68,90,16,192.47,465.84,0.442
1789,Auto,Senzor Debitmetru Model 40,112,6,171.43,374.41,0.144
1790,Electronice,[Electronice] Osciloscop Model 71,98,5,269.35,403.45,0.347
1791,Perisabile,[Perisabile] Solutie Curatare Frane Model 15,130,6,168.8,278.59,0.467
1792,Electronice,[Electronice] Sursa Laborator Model 45,121,5,24.43,31.03,0.387
1793,Auto,Filtru Aer Model 40,100,10,133.69,327.74,0.208
1794,Hardware,Cheie Dinamometrica Model 9,83,19,74.45,93.29,0.126
1795,Electronice,[Electronice] Multimetru Analogic Model 97,27,16,82.57,103.92,0.107
1796,Electronice,[Electronice] Multimetru Analogic Model 18,136,5,299.64,513.77,0.156
1797,Auto,Baterie 12V 70Ah Model 38,106,16,249.14,513.63,0.227
1798,Hardware,Trusa Tubulare Model 75,112,10,65.76,131.91,0.174
1799,Hardware,Set Imbusuri Model 59,75,12,262.51,438.95,0.377
1800,Hardware,Set Imbusuri Model 25,13,10,148.5,203.91,0.256
1801,Perisabile,[Perisabile] Solutie Curatare Frane Model 85,114,16,252.73,561.48,0.208
1802,Electronice,[Electronice] Sursa Laborator Model 6,137,18,78.8,172.64,0.076
1803,Hardware,Set Imbusuri Model 40,4,8,39.96,95.55,0.371
1804,Hardware,Incarcator Gaz Model 64,18,12,62.53,103.56,0.095
1805,Perisabile,[Perisabile] Solutie Curatare Frane Model 55,74,14,130.23,217.5,0.48
1806,Perisabile,[Perisabile] Solutie Curatare Frane Model 86,86,20,136.84,231.13,0.093
1807,Hardware,Set Imbusuri Model 47,50,9,116.84,242.07,0.105
1808,Hardware,Trusa Tubulare Model 73,145,19,240.51,532.01,0.332
1809,Auto,Baterie 12V 70Ah Model 23,12,19,60.28,129.56,0.029
1810,Electronice,[Electronice] Osciloscop Model 39,90,20,78.52,122.39,0.113
1811,Perisabile,[Perisabile] Spray Degripant Model 78,50,5,146.19,300.26,0.073
1812,Hardware,Cheie Dinamometrica Model 84,16,10,296.62,544.69,0.018
1813,Auto,Rulment Roata Fata Model 99,105,19,66.2,113.06,0.203
1814,Electronice,[Electronice] Sursa Laborator Model 98,130,14,73.65,159.83,0.32
1815,Perisabile,[Perisabile] Spray Degripant Model 79,92,5,191.67,356.16,0.095
1816,Perisabile,[Perisabile] Solutie Curatare Frane Model 22,140,15,51.58,83.32,0.23
1817,Auto,Filtru Aer Model 86,71,6,33.95,65.5,0.135
1818,Hardware,Cheie Dinamometrica Model 22,115,14,16.99,33.9,0.06
1819,Hardware,Set Imbusuri Model 98,96,12,216.56,260.55,0.266
1820,Electronice,[Electronice] Modul Transmisie LoRa Model 68,116,17,112.06,161.29,0.196
1821,Perisabile,[Perisabile] Adeziv Industrial Model 63,144,7,170.42,272.32,0.292
1822,Electronice,[Electronice] Multimetru Analogic Model 74,16,15,36.44,87.52,0.45
1823,Auto,Baterie 12V 70Ah Model 15,68,5,256.11,422.63,0.435
1824,Auto,Furtun Intercooler 2.0 TDI Model 27,136,7,62.85,139.03,0.422
1825,Perisabile,[Perisabile] Solutie Curatare Frane Model 20,116,14,152.3,258.5,0.368
1826,Hardware,Incarcator Gaz Model 38,123,9,267.02,527.57,0.447
1827,Auto,Rulment Roata Fata Model 2,13,20,164.39,350.62,0.27
1828,Auto,Senzor Debitmetru Model 54,116,6,172.51,375.88,0.424
1829,Electronice,[Electronice] Sursa Laborator Model 58,21,9,293.56,494.29,0.3
1830,Electronice,[Electronice] Sursa Laborator Model 79,130,8,47.16,66.12,0.27
1831,Perisabile,[Perisabile] Adeziv Industrial Model 9,25,17,256.67,624.56,0.056
1832,Hardware,Trusa Tubulare Model 12,17,11,128.91,231.19,0.289
1833,Electronice,[Electronice] Osciloscop Model 15,75,8,167.28,330.47,0.347
1834,Hardware,Cheie Dinamometrica Model 9,146,15,13.12,32.44,0.413
1835,Electronice,[Electronice] Osciloscop Model 2,105,18,285.02,344.8,0.111
1836,Hardware,Trusa Tubulare Model 1,109,12,271.92,645.13,0.082
1837,Electronice,[Electronice] Sursa Laborator Model 36,148,15,66.93,131.12,0.417
1838,Auto,Senzor Debitmetru Model 41,133,11,177.37,218.96,0.369
1839,Hardware,Cheie Dinamometrica Model 22,1,6,73.56,152.36,0.265
1840,Electronice,[Electronice] Modul Transmisie LoRa Model 46,135,8,171.77,314.83,0.34
1841,Hardware,Cheie Dinamometrica Model 39,61,6,55.38,135.22,0.328
1842,Electronice,[Electronice] Modul Transmisie LoRa Model 61,8,13,299.88,453.24,0.482
1843,Auto,Rulment Roata Fata Model 76,102,14,20.07,39.11,0.214
1844,Auto,Furtun Intercooler 2.0 TDI Model 41,8,8,163.13,392.44,0.284
1845,Electronice,[Electronice] Modul Transmisie LoRa Model 59,145,19,223.48,316.9,0.02
1846,Hardware,Cheie Dinamometrica Model 81,73,6,117.74,289.83,0.249
1847,Auto,Filtru Aer Model 96,94,18,161.22,291.34,0.273
1848,Perisabile,[Perisabile] Adeziv Industrial Model 64,20,7,116.06,223.9,0.438
1849,Auto,Senzor Debitmetru Model 51,0,18,97.85,134.0,0.347
1850,Auto,Rulment Roata Fata Model 38,95,8,85.83,153.58,0.28
1851,Auto,Rulment Roata Fata Model 86,11,14,90.81,151.5,0.043
1852,Perisabile,[Perisabile] Adeziv Industrial Model 36,2,17,141.58,169.94,0.115
1853,Perisabile,[Perisabile] Adeziv Industrial Model 64,105,19,234.94,397.5,0.322
1854,Electronice,[Electronice] Osciloscop Model 74,22,19,20.24,43.01,0.484
1855,Auto,Baterie 12V 70Ah Model 29,26,18,14.65,36.35,0.441
1856,Electronice,[Electronice] Osciloscop Model 91,18,5,284.33,608.15,0.224
1857,Auto,Filtru Aer Model 67,27,8,200.59,498.03,0.427
1858,Perisabile,[Perisabile] Adeziv Industrial Model 26,22,19,64.57,156.54,0.075
1859,Auto,Furtun Intercooler 2.0 TDI Model 43,27,11,189.49,400.17,0.146
1860,Auto,Filtru Aer Model 12,95,20,129.77,319.94,0.011
1861,Auto,Senzor Debitmetru Model 94,68,15,175.67,411.54,0.424
1862,Perisabile,[Perisabile] Adeziv Industrial Model 17,83,12,203.77,268.9,0.332
1863,Perisabile,[Perisabile] Adeziv Industrial Model 50,100,7,46.55,95.8,0.041
1864,Perisabile,[Perisabile] Adeziv Industrial Model 66,89,9,297.33,483.94,0.349
1865,Electronice,[Electronice] Sursa Laborator Model 90,64,9,295.1,722.72,0.261
1866,Perisabile,[Perisabile] Adeziv Industrial Model 65,145,8,46.35,55.93,0.357
1867,Auto,Furtun Intercooler 2.0 TDI Model 86,92,18,244.88,587.65,0.196
1868,Hardware,Trusa Tubulare Model 89,18,8,235.45,443.04,0.221
1869,Auto,Baterie 12V 70Ah Model 71,43,19,232.75,534.18,0.014
1870,Electronice,[Electronice] Sursa Laborator Model 6,93,20,241.66,557.93,0.26
1871,Electronice,[Electronice] Osciloscop Model 23,47,15,51.35,68.7,0.116
1872,Auto,Filtru Aer Model 10,25,10,166.41,235.42,0.422
1873,Electronice,[Electronice] Multimetru Analogic Model 10,88,11,208.62,499.39,0.358
1874,Auto,Baterie 12V 70Ah Model 41,34,10,299.67,453.48,0.091
1875,Hardware,Set Imbusuri Model 48,89,20,32.88,46.71,0.478
1876,Hardware,Cheie Dinamometrica Model 23,135,16,85.55,109.54,0.133
1877,Auto,Senzor Debitmetru Model 13,133,8,64.6,133.67,0.317
1878,Electronice,[Electronice] Sursa Laborator Model 89,6,9,234.07,516.29,0.472
1879,Auto,Senzor Debitmetru Model 75,60,7,192.82,264.33,0.276
1880,Electronice,[Electronice] Modul Transmisie LoRa Model 11,82,15,164.41,230.41,0.11
1881,Electronice,[Electronice] Multimetru Analogic Model 50,3,8,267.82,325.92,0.206
1882,Auto,Set Placute Frana Model 48,71,9,35.32,49.48,0.176
1883,Hardware,Set Imbusuri Model 18,63,6,38.98,72.38,0.207
1884,Perisabile,[Perisabile] Solutie Curatare Frane Model 30,34,17,169.2,212.75,0.222
1885,Hardware,Cheie Dinamometrica Model 78,11,14,79.01,166.96,0.487
1886,Electronice,[Electronice] Sursa Laborator Model 43,52,9,127.28,248.5,0.383
1887,Electronice,[Electronice] Sursa Laborator Model 90,141,5,239.03,563.77,0.411
1888,Auto,Baterie 12V 70Ah Model 2,94,14,178.52,223.56,0.458
1889,Auto,Set Placute Frana Model 36,35,16,101.74,251.11,0.325
1890,Hardware,Set Imbusuri Model 83,34,18,248.69,466.4,0.309
1891,Electronice,[Electronice] Sursa Laborator Model 97,60,20,179.26,401.31,0.49
1892,Auto,Rulment Roata Fata Model 44,84,17,210.15,433.78,0.212
1893,Auto,Senzor Debitmetru Model 98,27,13,160.3,296.53,0.152
1894,Perisabile,[Perisabile] Solutie Curatare Frane Model 92,141,14,137.11,210.63,0.091
1895,Electronice,[Electronice] Sursa Laborator Model 94,0,19,158.58,377.86,0.147
1896,Perisabile,[Perisabile] Solutie Curatare Frane Model 24,30,20,43.96,59.14,0.497
1897,Electronice,[Electronice] Sursa Laborator Model 45,72,13,144.18,307.64,0.304
1898,Hardware,Set Imbusuri Model 32,126,14,156.88,231.93,0.193
1899,Electronice,[Electronice] Sursa Laborator Model 83,50,6,22.55,37.06,0.211
1900,Auto,Filtru Aer Model 33,88,5,295.93,360.39,0.269
1901,Auto,Baterie 12V 70Ah Model 96,105,13,282.59,667.01,0.172
1902,Electronice,[Electronice] Osciloscop Model 75,9,15,102.02,195.14,0.48
1903,Electronice,[Electronice] Sursa Laborator Model 47,41,19,17.11,35.43,0.209
1904,Hardware,Incarcator Gaz Model 74,20,9,182.31,331.59,0.197
1905,Auto,Baterie 12V 70Ah Model 56,3,11,232.01,487.47,0.289
1906,Perisabile,[Perisabile] Solutie Curatare Frane Model 88,133,8,251.56,547.88,0.326
1907,Hardware,Incarcator Gaz Model 42,16,7,101.07,219.7,0.26
1908,Hardware,Cheie Dinamometrica Model 95,21,13,101.54,228.99,0.157
1909,Perisabile,[Perisabile] Solutie Curatare Frane Model 93,15,10,236.04,362.61,0.302
1910,Perisabile,[Perisabile] Adeziv Industrial Model 66,120,9,277.15,669.0,0.217
1911,Perisabile,[Perisabile] Spray Degripant Model 73,25,10,267.67,367.05,0.232
1912,Perisabile,[Perisabile] Adeziv Industrial Model 3,140,7,284.87,387.75,0.132
1913,Hardware,Trusa Tubulare Model 62,106,7,267.15,435.8,0.489
1914,Hardware,Trusa Tubulare Model 9,60,17,254.81,505.68,0.184
1915,Hardware,Trusa Tubulare Model 60,22,19,215.97,411.67,0.407
1916,Perisabile,[Perisabile] Adeziv Industrial Model 94,74,10,299.96,566.58,0.143
1917,Auto,Set Placute Frana Model 5,50,11,74.94,168.47,0.224
1918,Electronice,[Electronice] Multimetru Analogic Model 72,43,5,78.49,117.83,0.126
1919,Hardware,Incarcator Gaz Model 70,84,10,213.18,521.48,0.181
1920,Auto,Senzor Debitmetru Model 96,78,8,181.83,385.5,0.195
1921,Perisabile,[Perisabile] Adeziv Industrial Model 44,11,5,228.16,480.46,0.167
1922,Electronice,[Electronice] Osciloscop Model 28,69,9,33.26,58.61,0.395
1923,Hardware,Trusa Tubulare Model 23,77,19,241.26,459.22,0.139
1924,Perisabile,[Perisabile] Solutie Curatare Frane Model 17,140,9,55.14,122.08,0.3
1925,Auto,Rulment Roata Fata Model 60,5,19,84.21,140.56,0.371
1926,Electronice,[Electronice] Multimetru Analogic Model 78,35,9,187.37,246.99,0.349
1927,Electronice,[Electronice] Modul Transmisie LoRa Model 79,107,5,21.74,44.05,0.186
1928,Perisabile,[Perisabile] Solutie Curatare Frane Model 70,18,7,140.03,341.19,0.125
1929,Auto,Furtun Intercooler 2.0 TDI Model 84,56,5,240.85,397.03,0.446
1930,Auto,Filtru Aer Model 21,53,5,80.29,194.11,0.373
1931,Perisabile,[Perisabile] Adeziv Industrial Model 19,44,5,10.14,16.72,0.148
1932,Auto,Filtru Aer Model 96,113,6,195.6,354.2,0.399
1933,Hardware,Set Imbusuri Model 83,12,14,248.87,594.91,0.222
1934,Hardware,Set Imbusuri Model 69,69,15,214.64,404.06,0.418
1935,Perisabile,[Perisabile] Solutie Curatare Frane Model 91,86,17,268.24,640.35,0.246
1936,Perisabile,[Perisabile] Solutie Curatare Frane Model 98,21,14,237.96,496.61,0.068
1937,Auto,Furtun Intercooler 2.0 TDI Model 13,68,15,215.67,373.54,0.189
1938,Electronice,[Electronice] Sursa Laborator Model 87,30,19,111.83,203.16,0.222
1939,Electronice,[Electronice] Multimetru Analogic Model 42,117,19,294.13,540.05,0.209
1940,Perisabile,[Perisabile] Spray Degripant Model 94,60,17,112.41,248.25,0.415
1941,Perisabile,[Perisabile] Spray Degripant Model 42,81,18,36.49,88.6,0.056
1942,Auto,Furtun Intercooler 2.0 TDI Model 5,52,9,252.66,574.7,0.055
1943,Auto,Baterie 12V 70Ah Model 94,149,5,230.51,302.57,0.13
1944,Perisabile,[Perisabile] Adeziv Industrial Model 67,128,9,273.58,529.53,0.14
1945,Perisabile,[Perisabile] Adeziv Industrial Model 31,60,6,221.47,274.37,0.213
1946,Electronice,[Electronice] Osciloscop Model 21,141,13,192.37,261.29,0.438
1947,Hardware,Cheie Dinamometrica Model 87,47,13,44.71,103.94,0.125
1948,Electronice,[Electronice] Osciloscop Model 62,25,15,23.85,54.84,0.391
1949,Hardware,Cheie Dinamometrica Model 96,85,12,249.27,346.62,0.318
1950,Hardware,Incarcator Gaz Model 46,65,7,13.77,18.2,0.077
1951,Hardware,Trusa Tubulare Model 75,54,13,198.08,344.7,0.341
1952,Perisabile,[Perisabile] Adeziv Industrial Model 28,56,6,38.39,62.23,0.482
1953,Perisabile,[Perisabile] Spray Degripant Model 6,4,12,244.4,524.89,0.232
1954,Perisabile,[Perisabile] Solutie Curatare Frane Model 47,40,16,220.04,425.49,0.188
1955,Auto,Senzor Debitmetru Model 31,76,8,91.21,160.78,0.283
1956,Perisabile,[Perisabile] Adeziv Industrial Model 74,137,19,75.77,99.5,0.465
1957,Auto,Set Placute Frana Model 95,139,15,255.84,548.85,0.426
1958,Electronice,[Electronice] Sursa Laborator Model 17,47,19,256.61,571.14,0.161
1959,Electronice,[Electronice] Multimetru Analogic Model 31,34,7,19.63,27.82,0.203
1960,Perisabile,[Perisabile] Adeziv Industrial Model 94,39,15,297.54,498.89,0.097
1961,Auto,Furtun Intercooler 2.0 TDI Model 33,102,20,274.21,575.33,0.271
1962,Auto,Furtun Intercooler 2.0 TDI Model 25,89,12,178.15,232.24,0.499
1963,Perisabile,[Perisabile] Adeziv Industrial Model 14,47,14,158.32,209.38,0.114
1964,Hardware,Cheie Dinamometrica Model 19,43,12,266.6,582.94,0.472
1965,Auto,Baterie 12V 70Ah Model 38,127,9,40.33,91.43,0.391
1966,Hardware,Incarcator Gaz Model 48,103,9,254.24,323.04,0.338
1967,Electronice,[Electronice] Sursa Laborator Model 23,91,13,75.88,160.35,0.138
1968,Auto,Furtun Intercooler 2.0 TDI Model 42,8,14,157.87,319.1,0.079
